FILENAME,ID,TRANSCRIPT,large-v2
P030_MRGT_NEUTRO_LIBRE,P030_MRGT,"La noche recién comenzaba, Alberto cansado de trabajar quiso salir a la calle y, quiso salir a la calle y allí pa pasó cruzó la calle y vio un letrero que decía ni jefe ni reloj. Pensó en salir a, entró a la a la discoteca, lo encandilaron las luces y se encontró con un grupo de de gente que estaba eufórica; las mujeres estaban muy contentas había un muchacho que se llamaba Mario que estaba  esc contando chistes, las mujeres estaban perper perplejas con él. A lo lej, ya entonces Mario, Alberto distinguió que estaba su novia allá, Elsa, la saludó y le dijo que lo acompañara a la pista, ella fue, él empezó a cantar su canción favorita, ella le recordó la lera, y cuando salieron para irse para la casa él se quedó dormido. "," La noche recién comenzaba. Alberto, cansado de trabajar, quiso salir a la calle, y quiso salir a la calle, y allí pasó, cruzó la calle y vio un letrero que decía, ni jefe ni reloj. Pensó en salir, entró a la discoteca, encandilaron las luces, y se encontró con un grupo de gente que estaba eufórica. Las mujeres estaban muy contentas, y había un muchacho que se llamaba Mario, que estaba contando chistes. Las mujeres estaban pues perplejas con él. Entonces Alberto distinguió que estaba su novia, Elsa. La saludó y le dijo que lo acompañara a la pista. Ella fue, él empezó a cantar su canción favorita, ella le recordó la letra, y cuando salieron para irse para la casa, él se quedó dormido."
P031_AJAV_NEUTRO_LIBRE,P031_AJAV,"Alberto se fue para la discoteca. El nombre de la discoteca era: ni bolso ni reloj ¿cómo? Bueno, allá se encontró con su amigo Mario y entre el grupo de muchachas se encontró con la niña Elsa, que era su novia, con quien se sentó y empezó a bailar a ella se le olvidó el bolso sobre la mesa. Había un grupo de muchachas también ahí bailando y oyendo la música y disfrutando con el sitio, después Alberto y Elsa se fueron para su casa. "," ¿Puede conseguir? Había un grupo de muchachos también ahí, bailando y oyendo la música y disfrutando con el sitio. Después Alberto y Elsa se fueron para su casa."
P032_AFHG_NEUTRO_LIBRE,P032_AFHG,"Mario estaba eufórico por el fin de semana gracias a dios por el fin de semana a unas pocas cuadras estaba la discoteca: ni jefe ni reloj lo estaban esperando los amigos. Cuando entró lo encandilaron las luces, se sintió sudoroso y había estaba Mario un amigo de él ahí que estaba con unas unas mujeres muertas de la risa, a pocos me pues a pocos pasos estaba la novia de él: Elsa, se la encontró le dijo que si le gustaba la música ella estaba como que un poco cansada pero él insistió para que le para que bailaran, luego sonó la canción favorita de él y él no recordaba la letra ella le ayudó a recordar la letra pues el nombre de la canción. Cuando se pararon a bailar ella dejó el bolso en la silla y luego él se fue para la casa sudoroso otra vez y se quedó dormido. "," Mario estaba eufórico por el fin de semana, gracias a eso el fin de semana a unas pocas cuadras estaba en la discoteca, ni jefe ni reloj, lo están esperando los amigos, cuando entró lo encandilaron las luces, se sintió sudoroso, estaba Mario y un amigo de él ahí, que estaba con unas mujeres muertas de la risa, a poco espacio estaba la novia de él, Elsa, se la encontró, le dijo que se le gustaba la música, ella estaba como que un poco cansada, pero él le insistió para que bailaran, luego sonó la canción favorita de él, no recordaban la letra, ella le ayudó a recordar la letra, pero no fue la canción, y luego se lo llevó a la casa, cuando se fue a bailar ella le volvió a usar una silla, y luego se fue a la casa sudorosa otra vez y se quedó dormido."
P033_JLPJ_NEUTRO_LIBRE,P033_JLPJ,"Alberto se encontraba, aburrido, entonces sus amigos lo esperaban en la la discoteca; al cruzar la calle vio el aviso que decía ni jefe ni reloj. Al entrar al sitio lo encandilaron las luces y sintió que el sudor lo lo agobiaba; en una silla vio a su novia compartiendo con los amigos las sonrisas y escuchando los los cuentos que Mario contaba. Entonces Alberto invitó a la novia que se encontraba en una silla, la invitó a la pista a bailar. Ella le ayudó a recordar la letra. Luego se se fue para la casa cans cansado y ya se acostó con todo el sudor, a descansar. "," Alberto se encontraba aburrido, entonces los amigos lo esperaban en una discoteca. Al cruzar la calle vio el aviso que decía ni jefe ni reloj. Al entrar al sitio encandilaron las luces y sintió que el sudor lo agobiaba. En una silla vio a su novia compartiendo con los amigos a sonrisas y escuchando los cuentos que Mario contaba. Alberto invitó a la novia a la pista a bailar. Ella le ayudó a recordar la letra. Luego se fue para la casa cansado y se acostó con todo el sudor a descansar."
P034_JLPG_NEUTRO_LIBRE,P034_JLPG,"Alberto pensó que ya empezaba la tarde y sintió mucha satisfacción porque pensó en la discoteca. Salió hacia la discoteca y miró el tit el el nombre que decía ni jefe ni reloj, y sintió un gran alivio; entró y había un grupo de muchachas conversando con su amigo Mario, riéndose constantemente de las ocurrencias de Mario. Vio a Elsa su novia sentada en el asiento esperándolo, la invitó a la a a bailar, ella salió a bailar, dejó la cartera en como siempre, en la mesa…Se, no me acuerdo, él se fue ya, se se retiró, se retiró se fue para su casa sudoroso y cansado se se se se quedó dormido. "," ¿Puede comenzar? Alberto pensó que ya empezaba la tarde y sintió mucha satisfacción porque pensó en la discoteca. Salió hacia la discoteca y miró el tit, el nombre, que decía ni jefe ni reloj, y sintió un gran alivio. Entró y había un grupo de muchachas conversando con su amigo Mario, riéndose constantemente de las ocurrencias de Mario. Vio a Elsa, su novia, sentada en el asiento esperándolo. La invitó a bailar y ella salió a bailar. Dejó la cartera en, como siempre, en la mesa. ¿Cómo termina? No me acuerdo. Él se fue, se retiró, se retiró, se fue para su casa sudoroso y cansado, se quedó dormido."
P035_FGM_NEUTRO_LIBRE,P035_FGM,"Alberto sale de su casa y se va para un discoteca donde está un un compañero, pasando la calle se da cuenta del nombre de la discoteca: ni jefe, ni jefe ni reloj.  Llega a la discoteca, se para en en la puerta y mira que está haciendo much, siente mucho calor y ve al final al lado del bar a su compañero Mario echándole chistes a las mujeres que hay ahí y ellas reían con sus ocurrencias. Más tarde se ve, divisa a su se a su novia sentada en una silla, la invita a bailar y le dice que ya no le llama la atención porque está tarde; oye su, oye la la canción que le gusta y ella le ayuda a disf a a discernir el contenido de la música. Hasta ahí llego no más. "," Alberto sale de su casa y se va para una discoteca donde está un compañero. Pasando la calle se da cuenta del nombre de la discoteca. Ni jefe ni reloj. Llega a la discoteca, se para en la puerta, mira que está haciendo muy... siente mucho calor y ve al lado del bar a su compañero Mario echándole chistes a las mujeres que hay y ellas reían con sus ocurrencias. Más tarde se divisa a su novia sentada en una silla, la invita a bailar y le dice que ya no le llama la atención porque está tarde. Oye la canción que le gusta y ella le ayuda a discernir el contenido de la música. Hasta ahí llego nomás."
P036_AVN_NEUTRO_LIBRE,P036_AVN,"El sábado por la tarde, el sábado por la noche se sintió Alberto muy cansado y se fue a salir con unos amigos a una discoteca, y en la discoteca se se sentía muy bien porque estaba con sus amigos; y cuando entró a la discoteca se encontró con, Alberto se encontró con Elsa y al encontrarse con Elsa fue un un un encuentro muy bueno porque ella es una pareja muy ideal para él. Estuvieron ahí conversando y oyeron una música de una canción ella le ayudó a recordar cual era la letra de la canción y estuvieron, disfrutaron un rato y pasaron un rato muy agradable. Pues más o menos. "," El sábado por la tarde, el sábado por la noche, se sintió Alberto muy cansado y se fue a salir con unos amigos a una discoteca y en la discoteca se sentía muy bien porque estaba con sus amigos y cuando entró a la discoteca Alberto se encontró con Elsa y al encontrarse con Elsa fue un encuentro muy bueno porque ella es una pareja muy ideal para él. Estuvieron ahí conversando y oyeron una música de una canción, ella le ayudó a recordar cuál era la letra de la canción y estuvieron, disfrutaron un rato y pasaron un rato muy agradable."
P037_CARS_NEUTRO_LIBRE,P037_CARS,"El sabado en la noche Albertosalió con los amigos en busca de la discoteca, allá allá el, esperate a ver, ve es que ve, otro que tiene el mismo problema mio aquí pues ¿si hay o no? Es estaban era un joven muy alegre, eso, el cuando antes de entrar a la biblioteca la discoteca se se  en el piso ni ni jefe ni así se llamaba la discoteca: ni jefe ni ni reloj. Llego una y se encontró con con una compañe una amiga con alguien con una persona nueva nueva amiga ¿no? y le le conversación y ella pues sentada en una silla especial para ella y ella cada vez pues veía ella vino Alba, Alba es la amiga de ella, vino Alba le dijo que cogiera el ritmo, entonces ella le enseño la la le le le dijo pues la canción y con con base en eso pues le le ayudó a le ayudó a coger el ritmo y se fueron muy cansados para la casa, muy exhaustos estaban sudorosos de tanto trabajo. No esto es una tarea muy tenaz. "," cuando era el sábado en la noche Alberto salió con los amigos y se fue a buscar la discoteca allá en el... espérate si era... si era una... ves que vi otro que tenga el mismo problema que yo aquí puede ser ahí o no pues llegó a la biblioteca, era un joven muy alegre antes de entrar a la discoteca se... la discoteca la llevo en el piso ni jefe ni... así se llamaba la discoteca, ni jefe ni... ni reloj y después llegó una... y se encontró con una compañera, una amiga bueno, una persona nueva, nueva amiga y le... le iniciaron la conversación y ella... pues sentada en una silla especial sería... para ella y sigue una charla y ella cada vez veía que era más alegre ella vino a Alba, Alba es la amiga de ella vino Alba y le dijo y cogió el ritmo entonces ella le enseñó la... le dijo la canción y con base en eso pues le... le ayudó a coger el ritmo y fueron muy cansados para la casa, muy exhaustos estaban sudorosos de tanto trabajo y aquí está ella esto es una tarea muy tenaz"
P040_PEEG_NEUTRO_LIBRE,P040_PEEG,"Bueno, esto se trata de Alberto que iba para una discoteca que se llama Ni jefe ni reloj. él era una persona muy eufórica, le gustaba mucho el baile y estar bien en las discotecas; tenía muchos amigos y y disfrutó mucho de esa discoteca pues. Y ahí llegó su novia que se llamaba Elsa, la invitó a que se sentara con él, bailaron mucho ah ¿qué más? Estuvo bien en la fiesta. La historia terminó en que ah ¿qué pasó? Elsa perdió el bolso o dejó en bolso en la silla de de Alberto y y de ahí la había dejado el bolso en la silla de Alberto y ya de ahí se fueron para su casa y se quedaron dormidos. ¿No? "," Bueno, esto se trata de Alberto, que iba para una discoteca que se llama Ni jefe ni reloj. Él era una persona muy eufórica, le gustaba mucho el baile y estar bien en las discotecas. Tenía muchos amigos y disfrutó mucho de esa discoteca. Y ahí llegó su novia, que se llamaba Elsa. La invitó a que se sentara con él, bailaron mucho. ¿Qué más? Estuvo bien en la fiesta. La historia terminó en que, ¿qué pasó? Elsa perdió el bolso, dejó el bolso en la silla de Alberto. Y de ahí, había dejado el bolso en la silla de Alberto y ya de ahí se fueron para su casa y se quedaron dormidos. No."
P042_GEGC_NEUTRO_LIBRE,P042_GEGC,"Bueno, la lectura se trata de un muchacho que termina su semana de trabajo, salía a encontrarse con sus amigos en una discoteca; llegó allá cerca, sintió la bulla en la discoteca, se llamaba Ni jefe ni reloj. Entró, le, mucha música, mucho muchas luces, encontró a sus amigos a su novia que lo estaba esperando, se le acercó, le dijo que si estaba le gustaba la música, ella le dijo que si pero que tenía mucho sueño, entonces en ese momento sonó una canción que le gustaba mucho a él, la invitó a bailar, cantaron juntos la canción recordando la letra, ella lo ayudó; y ella se, como siempre se le olvidaba su cartera en la me silla para cuando salían a bailary regresó a su casa muy contento, muy cansado y se acostó a dormir. "," Bueno, la lectura se trata de un muchacho que terminaba como su semana de trabajo, salía a encontrarse con sus amigos en una discoteca, llegó allá cerca, sintió la bulla, en la discoteca se llamaba ni jefe ni reloj, entró, mucha música, muchas luces, encontró a sus amigos, a su novia que lo estaba esperando, se le acercó, le dijo que si le gustaba la música, ella le dijo que sí, pero que tenía muchos sueños, entonces en ese momento sonó una canción que le gustaba mucho a él, la invitó a bailar, cantaron junto la canción recordando la letra, ella lo ayudó y la invitó a bailar, y la invitó a bailar, cantaron junto, como siempre se le olvidaba su cartera en la silla para cuando salían a bailar, y regresó a su casa muy contento, muy cansado y se acostó a dormir."
P044_CHBB_NEUTRO_LIBRE,P044_CHBB,"Que Alberto, Alberto, se fue, estaba, era muy eufórico porque es estaba y y se fue parapara un para un bailadero que que se llamaba Ni ni ni jefe ni reloj, y y allá se encontró con el amigo Mario y y también estaba Elsa la novia de de de de Alberto; y Alberto la invitó a bailar y a a y a y a Elsa se le quedó la cartera en una mea y tete terminaron muy muy muy aca aca acalorados en el recinto muy muy ca caluroso en el recinto y y ya no me acuerdo de más. "," Alberto se fue, estaba, era muy eufórico porque estaba, se fue para un bailadero que se llamaba, ni jefe ni reloj y allá se encontró con el amigo Mario y también estaba Elsa, la novia de Alberto y Alberto la invitó a bailar y a Elsa se le quedó la cartera en una mesa y terminaron muy calorados en el recinto, muy calurosos el recinto y ya no me acuerdo de más."
P045_JODG_NEUTRO_LIBRE,P045_JODG,"Ya, que era un muchacho que se llamaba Alberto que estaba esperando a una amiga y que entró a una discoteca que se llamaba Ni ni jifo ni jofo, y que la sacó a bailar a ella y que ella dejó la cartea y se fue a bailar con él. Ya. "," ya, que era un chico que llamaba alberto, que estaba esperando a una amiga, y que entró a una discoteca que llamaba ni jifo, ni hofo, y que las acabo de ver a ella y que ella dejó la cartera y se acabo de ver algo en el... ya"
P046_GVZG_NEUTRO_LIBRE,P046_GVZG,"Alberto estaba sudoroso, eran, gracias a dios era un fin de semana y se fue, estaba eufórico, se fue para discoteca que se llamaba Ni jefe ni reloj. Allí entró y estaba un unas chicas en la barra y se encontró con su novia, le dijo que si quería bailar y ella le dijo que sí, dejó la cartera en la banca, se fueron a bailar y le ayudó a recordar la canción que más le gustaba. Después bailaron y estaba, Elsa se llamaba la novia. Estaba Mario un amigo que inventaba mucho y que hacía reír a la gente, y después se sintió cansado, se fueron y se quedó dormido en, se quedó dormido. "," Alberto estaba sudoroso, gracias a Dios era un fin de semana y estaba eufórico, se fue para la discoteca que se llamaba ni jefe ni reloj, allí entró y estaba una chica en la barra y se encontró con su novia, le dijo que si quería bailar y ella le dijo que sí dejó la cartera en la banca, se fueron a bailar y le ayudó a recordar la canción que más le gustaba, después bailaron y estaba Elsa se llamaba la novia, estaba Mario un amigo que inventaba mucho y que hacía reír a la gente y después se sintió cansado, se fueron y se quedó dormido."
P047_JSFM_NEUTRO_LIBRE,P047_JSFM,"Al, a lo que me acuerde. Alberto se sentía muy contento porque llegó el fin de semana. Salió a la calle hacia la discoteca que se llama ¿qué? Reloj y juez, algo así; entró y se encontró con un con un grupo de de mujeres que estaban conversando con Mario que era como una especie de cuenta-chiste. Después entró un grupo de personas y entre ellas estaba Elsa la novia, le pidió que bailaran, ella le dice que esta que se sentía muy a muy dormida, de todos modos bailaron y a ella se le quedó la cartera en una silla; y ent ent entoncesAlbertoqui quiso quiso recordar la letras de una canción y ella le ayudó y ya después él se fue a la casa y se quedó dormido. "," Ah, lo que me acuerde, Alberto se sentía muy contento porque llegó el fin de semana, salió a la calle hacia la discoteca que se llama, ¿qué? Reloj y juez o algo así. Entró y se encontró con un grupo de mujeres que estaban conversando con Mario, que era como una especie de cuentachiste. Después entró un grupo de personas y entre ellas estaba Elsa, la novia. Le pidió que bailaran. Ella le dice que se sentía muy dormida. De todos modos bailaron y a ella se le quedó la cartera en una silla. Y entonces Alberto quiso recordar la letra de una canción. Ella le ayudó. Y después él se fue a la casa y se quedó dormido."
P048_CDMP_NEUTRO_LIBRE,P048_CDMP,"Alberto ca Alberto caminaba por una calle y vio en en la misma una discoteca que tenía que decía… bueno un aviso muy llamativo, entró en la discoteca y se encontró con su gran amigo Mario, y al fondo había un grupo de de gente dentro de los cuales se hallaba su novia, ella le pidió que, él en medio de la euforia e la discoteca sonó su disco favorito y le pidió que bailaran, y cuando estaban bailando la novia dejó olvidada la cartera en la mesa; y después, salieron para la casa. "," Alberto caminaba por una calle y vio en la misma una discoteca que tenía un aviso que decía, bueno un aviso muy llamativo, entró a la discoteca y se encontró con su gran amigo Mario y al fondo había un grupo de gente dentro de los cuales se hallaba su novia ella le pidió que en medio de la euforia de la discoteca suenó su disco favorito y le pidió que bailaran y cuando estaban bailando la novia dejó olvidada la cartera en la mesa y después salieron para la casa"
P049_GMBM_NEUTRO_LIBRE,P049_GMBM,"Alberto estaba feliz porque ya era un viernes y era ya fin de semana llegó a la casa, luego salió a una discoteca donde los amigos lo estaban esperando le causaba mucha risa la el nombre de la de la discoteca que era: sin jefe y sin reloj, llegó a la discoteca, le encandelillaron las las luces, sintió mucho calor encontró en el bar a una unas mujeres, encontró a su amigo Mario con las mujeres estaban felices porque él inventaba personajes, luego vio a su novia que se llamaba Elsa le estaba esperando, le preguntó que si le gustaba la música ella le dijo que sí, luego él la la invitó a bailar a la pista, ella olvidó la cartera ella tenía mucho sueño pero sin embargo fue a la pista, allá empezó a sonar su canción favorita Elsa le ayudó a recordar el el la letra de la canción, bailaron, luego se fueron para la casa y estaban contentos. "," Alberto estaba feliz porque ya era un viernes, ya era fin de semana. Llegó a la casa y luego salió a una discoteca donde los amigos lo estaban esperando. Le causaba mucha risa el nombre de la discoteca, que era Sin Jefe y Sin Reloj. Llegó a la discoteca, le encandillaron las luces, sintió mucho calor, encontró en el bar a unas mujeres, encontró a su amigo Mario, y con las mujeres estaban felices porque él inventaba personajes. Luego vio a su novia que se llamaba Elsa, la estaba esperando, le preguntó si le gustaba la música, ella le dijo que sí. Luego él la invitó a bailar en la pista, ella olvidó la cartera, ella tenía mucho sueño pero sin embargo fue a la pista. Allá empezó a sonar su canción favorita, Elsa le ayudó a recordar la letra de la canción. Bailaron, luego se fueron para la casa y estaban muy contentos."
P050_MEQG_NEUTRO_LIBRE,P050_MEQG,"La noche recién comenzaba, Alberto se sentía eufórico por el fin de semana, la discoteca estaba cerca a su casa, él él se se fue a ella con sus y a encontrarse con amigos. La música sonaba, la gente entró, Alberto alcanzó a ver en una silla a su novia sentada escuchando la música, Alberto se acercó a ella y preguntó si bailaba, que si le gustaba la música, ella dijo que sí que le encantaba. Fueron a bailar y a ella se le olvidó la cartera en la silla; la música estaba alta, Alberto empezó a cantarla y ella le ayudó a recordar la letra. Salieron de la discoteca, sudorosos, Alberto se quedó dormido. "," La noche recién comenzaba. Alberto se sentía eufórico por el fin de semana. La discoteca estaba cerca a su casa. Se fue a ella a encontrarse con sus amigos. La música sonaba. La gente entró. Alberto alcanzó a ver en una silla a su novia sentada escuchando la música. Alberto se acercó a ella y le preguntó si bailaban, si le gustaba la música. Ella le dijo que sí, que le encantaba. Fueron a bailar y a ella se le olvidó la cartera en la silla. La música estaba alta. Alberto empezó a cantarla y ella le ayudó a recordar la letra. Salieron de la discoteca sudorosos. Alberto se quedó dormido."
P051_LDTR_NEUTRO_LIBRE,P051_LDTR,"Esta es la historia de Alberto quien estaba un día bastante alegre, contento. Ando unas cuantas cuadras y llegó a una discoteca llamada… no recuerdo el nombre. Se fue a la discoteca y hacía calor, se entró y se encontró con unas amigas que discut charlaban con un amigo de nombre Mario, se reían de sus sus charlas. Y también se encontró con su novia Elsa, la cual invitó para para la pista, invitó para la pista, Elsa se devolvió porque se le que se le quedó el bolso. Él llegó cansado, se quedó dormido. "," Esta es la historia de Alberto, quien estaba en un día bastante alegre y contento, andó unas cuantas cuadras y llegó a una discoteca llamada... no recuerdo el nombre... llegó a la discoteca, le hacía calor, y se entró y se encontró con unas amigas que chanaban con un amigo de nombre Mario, le reían de sus charlas, y también se encontró con su novia Elsa, la cual la invito para la pista, y Elsa se devolvió porque se le quedó el pulso, y él se quedó cansado, se quedó dormido."
C001R_AJZP_NEUTRO_LIBRE,C001R_AJZP,"Vieres recién comenzaba la noche, Alberto se sentía feliz, de que existieran los fines de semana, sabía que los esperaban sus compañeros y sus amigos en la discoteca. Una discoteca, que se llamaba ni reloj ni jefe. Al entrar allí, en medio de la música, sintió mucho calor y se puso sudoroso. En la barra conversaban… algunas de sus amigas… con Mario, que les inventaba personajes y los hacía reír. A un lado vio a su novia Elsa, se arrimó hacia ella y le dijo, si la música le gustaba y ella dijo que sí. Después él, la invitó a bailar a pesar de que ella tenía sueño, como era costumbre al al aceptar dejó su cartera. Allí empezó a sonar la música, Alberto empezó a recordarla y ella como buena… compañera le ayudó a recordar la letra. ¡Qué buen equipo! Luego Cansado Alberto se retiró a su casa a dormir. ",
C002_ARR_NEUTRO_LIBRE,C002_ARR,"Caía la noche, hacía calor, Alberto estaba  eufórico, porque  porque sentía que empezaba el el fin de semana  y esto lo lo alegraba  y la discoteca estaba  cerca, se dirigió allí  y siempre veía el aviso que decía ni jefe ni reloj y yy sonreía pues o le gustaba leer esto.  . Al entrar ,  sintió  cierta  iluminación pues del del interior de la, del lugar ; y cerca al bar estaban  conversando varios personas  o varias mujeres estaban escuchando las ocurrencias  de su amigo Mario que inventaba a personajes y yy  anécdotas, con los cuales disfrutaban . Y, más allá en una silla estaba su novia Elsa y el desde atrás  le dijo que si le gustaba la música, ella dijo por supuesto.  Entonces la invita a bailar  pero como pasaba siempre al decidirse ella olvida la la cartera  sobre la silla  pero van a bailar a bueno y después bueno digamos como que la pasan bien  y después  al volver él parece que hubiera llegado con, cansado con sueño y yy se durmió rápidamente. Algo así. ", ¿Qué? que allá la noche eh hacía calor Alberto estaba eh eufórico porque porque sentía que empezaba el el fin de semana eh y esto lo y la discoteca estaba eh cerca eh se dirijo allí eh y siempre veía el aviso que decía eh ni jefe ni reloj y y sonreía pues donde gustaba leer esto eh al entrar eh sintió eh cierta eh iluminación pues del del interior de la del lugar eh y cerca al bar estaban eh conversando varias personas eh o varias mujeres estaban escuchando las ocurrencias eh de su amigo Mario que inventaba personajes y anécdotas con los cuales disfrutaban eh y eh más allá en una silla estaba sentada su novia Elsa eh y él desde atrás eh eh le dijo que si le gustaba la música ella dijo por supuesto eh entonces la invita a bailar eh pero como pasaba siempre al decidirse ella olvida la la la cartera eh sobre la silla eh van a bailar eh ah bueno y después bueno digamos como que que la pasan bien y después eh al volver el parece que hubiera llegado con cansado con sueño y y se durmió rápidamente
C003_EMAO_NEUTRO_LIBRE,C003_EMAO,"Bueno, entonces Alberto camina se encuentra con sus amigos y encuentra en su camino un cartel donde anuncian una discoteca; él se dirige hacia ella, se encuentra con Mario, también se da cuenta que hay unas jóvenes que hablan y se sonríen ahí al lado de la discoteca; al entrar en ella queda deslumbrado por las luces; estando allí, con Mario, alcanza a ver su novia, se dirige hacia ella, la invita a a bailar, se dirigen hacia la pista, olvido el nombre de ella, ya de siguen ahí conversando  ella es cariñosa  finalmente están cansados  dejan de bailar, conversan y y se dirigen a descansar a su casa. "," Bueno, entonces Alberto camina, se encuentra con sus amigos y encuentra en su camino un cartel donde anuncian una discoteca. Él se dirige hacia ella, se encuentra con Mario, también se da cuenta que hay unas jóvenes que hablan y se sonríen ahí al lado de la discoteca. Al entrar en ella queda deslumbrado por las luces. Estando allí con Mario, alcanza a ver su novia, se dirige hacia ella, la invita a bailar, se dirigen hacia la pista, olvido el nombre de ella, ya siguen ahí conversando, ella es cariñosa, finalmente están cansados, dejan de bailar, conversan y se dirigen a descansar a su casa."
C004_MLQ_NEUTRO_LIBRE,C004_MLQ,"Bueno, fin de semana Alberto eufórico, gracias a dios, porque no tenía que mirar ni jefe ni hora;  salió, a pocas cuadras quedaba la discoteca, él miró el nombre, entró y vio a su compañero Mario que estaba con, entreteniendo a, con,  alrededor de varias mujeres; las mujeres se reían, gozaban de las ocurrencias de Mario. Luego miro para el otro lado y vio a su novia Elsa sentada en una silla, se le acercó y le preguntó que si le gustaba la música y ella le dijo que sí, pero tenía sueño; él le insistió y la sacó a la pista a bailar, recordó su canción favorita, ella lo ayudó a recordarla, ella al pararse olvidó su cartera; luego volvieron y como tenía sueño, acalorado se quitó el saco y se quedó dormido. "," Bueno, fin de semana, Alberto, eufórico, gracias a Dios, porque no tenía que mirar ni jefe ni hora. Salió a pocas cuadras de su casa, quedaba la discoteca, él miró el nombre, entró y vio a su compañero Mario, que estaba entreteniendo alrededor de varias mujeres. Las mujeres se reían, gozaban de las ocurrencias de Mario. Luego miró para el otro lado y vio a su novia Elsa sentada en una silla, se le acercó y le preguntó que si le gustaba la música y ella le dijo que sí, pero tenía sueño. Le insistió y la sacó a la pista a bailar, recordó su canción favorita, ella lo ayudó a recordarla, ella al pararse olvidó su cartera, luego volvieron y como tenía sueño, acalorado, se quitó el saco y se quedó a dormir."
C005_ABV_NEUTRO_LIBRE,C005_ABV,"Que, recién empieza el la noche, que para Alberto los fines de semana es la alegría para él, a las pocas cuadras queda la la discoteca, ¿ya? Se fue para allá, para la discoteca, entró, y el bombillo lo lololo encandiló lo encandelilló y empezó a sentir calor, sudor y y en una en una silla de atrás estaba su novia Elsa, entonces él la convidó a que fuera a que a que fuera a la pista, igual la invita a bailar ¿ya?, a escuchar música, ella le dice que por supuesto. Salieron a a bailar y y una vez terminaron  de bailar y a ella se le embolató la cartera, salieron para su casa y él llegó todo todo sudado. "," ¿Qué empieza el fin de semana? ¿Ah? ¿Qué es? Que recién empieza el, la noche. Que para ver todos los fines de semana, es la alegría para él. A las pocas cuadras que hay a la discoteca, ya. Se fue para allá, para la discoteca, entró. Y el golpillo lo, lo, lo encandilló, lo candadilló. Y empezó a sentir calor, sudor. Y en una, en una silla de atrás, estaba su novio, Álex. Entonces, él la convidó a que fuera, a que fuera a la pista. Se fue a la meta a bailar, ya. A escuchar música. Ella le dijo que por supuesto. Y salieron a, a bailar. Y una vez terminaron de bailar, y a ella se le volató la, la cartera. Salieron para su casa. Y él llegó todo, todo sudado. Ya."
C006_JJHN_NEUTRO_LIBRE,C006_JJHN,"Se trata de Alberto que, esperaba con ansiedad la llegada el fin de semana para relajarse y disfrutar, de lo que más le gustaba: dirigirse a la discoteca  que en un cartel decía que ni jefe ni ni ¿tiempo?  Para disfrutar pues ahí con sus amigos, en el cual encontró a Mario entreteniendo a las damas que se encontraban allí, con sus ocurrencias. Luego él se dirigió a donde estaba su novia Elsa para disfrutar del baile de la de la música que más le llamaba; y su novia en en sus descuidos dejó olvidado su bolso, entonces él le ayudó a recogerlo y a y a identificar la letra de las canciones que más le gustaba. Básicamente pues es se se, luego de del disfrute sale sudoroso hacia su su lugar de descanso con su novia, a estar más relajados, pues a. "," ¿Puedes comenzar? Se trata de Alberto que esperaba con ansiedad la llegada del fin de semana para relajarse y disfrutar de lo que más le gustaba, dirigirse a la discoteca, que en un cartel decía que ni jefe ni tiempo para disfrutar pues con sus amigos, en la cual encontró a Mario entreteniendo a las damas que se encontraban allí con sus ocurrencias. Luego él se dirigió a donde estaba su novia Elsa para disfrutar del baile, de la música que más le gustaba o le llamaba, y su novia en su descuido dejó olvidado su bolso, entonces él le ayudó a recogerlo y a identificar la letra de las canciones que más le gustaban. Luego del disfrute sale sudoroso hacia su lugar de descanso con su novia a estar más relajados."
C007_RSL_NEUTRO_LIBRE,C007_RSL,"Bueno, este es un cuento de tres personajes, Alberto, Elsa su novia y Mario, un compañero de ellos. Cuenta la historia, el cuento que Alberto se despierta interesado pues en en despertarse y en en empezar a vivir; se anima y decide salir a la calle e ir a, ganas de disfrutar, de bailar, de gozar, entonces va, atraviesa la calle entra a un bar,  ni jefe ni nini amo, se llama discoteca que él ve; entra al a la discoteca. En la discoteca saluda a se encuentra con Mario, entra a la discoteca y  y y encuentra dentro de la gente a Elsa, su novia, él se alegra, entra allá y le pregunta que si le gusta la música, elle dice que sí y y le dice pues que desea estar con ella al bar, en el bar, al lado del bar hay unas mujeres que están dialogando y escuchando las chances de Mario, el amigo que estaba con ellas, él entra y  invita a Elsa a escuchar la música y ella como siempre deja la cartera entra, y ella tenía sueño, él sin embargo insiste, entran allá y después de disfrutar el retorna a su casa y y estaba muy cansado y se acuesta a dormir. ",
